varenr,Frequency,,,
120485,123,,,
499020,122,,,
84293,122,,,
22188,122,,,
23867,122,,,
522441,122,,,
113267,122,,,
66076,122,,,
447482,122,,,
507660,122,,,
120923,122,,,
197194,121,,,
135253,121,,,
19454,121,,,
8235,121,,,
409516,121,,,
469148,121,,,
16276,121,,,
7920,121,,,
399915,121,,,
398747,121,,,
469346,121,,,
466680,120,,,
400143,120,,,
161132,120,,,
140814,120,,,
511329,120,,,
100040,120,,,
447641,120,,,
389901,120,,,
6382,120,,,
162933,120,,,
76092,120,,,
14198,120,,,
3279,120,,,
51699,120,,,
3746,119,,,
478727,119,,,
22419,119,,,
23847,119,,,
101284,119,,,
8194,119,,,
17251,119,,,
80747,119,,,
77942,119,,,
565374,119,,,
25496,119,,,
164164,118,,,
23845,118,,,
21402,118,,,
377242,118,,,
409474,118,,,
123820,118,,,
435594,118,,,
142190,118,,,
118076,118,,,
85260,118,,,
37687,117,,,
11222,117,,,
535807,117,,,
390260,117,,,
378349,117,,,
30494,117,,,
424895,117,,,
5005,117,,,
166157,117,,,
99112,117,,,
372615,117,,,
181255,117,,,
167282,117,,,
3430,117,,,
578513,117,,,
415133,116,,,
97870,116,,,
116198,116,,,
101461,116,,,
110775,116,,,
173619,116,,,
86108,116,,,
13690,115,,,
47159,115,,,
151217,115,,,
86801,115,,,
61706,115,,,
11926,115,,,
160267,115,,,
91015,115,,,
435834,115,,,
15389,115,,,
87312,115,,,
5764,115,,,
419242,115,,,
61079,115,,,
456236,115,,,
180125,115,,,
25535,115,,,
97356,114,,,
115375,114,,,
585158,114,,,
50971,114,,,
22675,114,,,
46797,114,,,
497077,114,,,
91034,114,,,
388298,114,,,
117208,114,,,
409847,114,,,
4855,114,,,
382730,113,,,
49684,113,,,
12820,113,,,
500041,113,,,
10379,113,,,
19515,113,,,
173013,113,,,
8562,113,,,
43798,113,,,
4241,113,,,
48017,113,,,
25617,113,,,
570358,112,,,
101369,112,,,
67705,112,,,
78980,112,,,
467241,112,,,
15652,112,,,
528679,112,,,
11198,111,,,
429506,111,,,
116353,111,,,
11947,111,,,
463500,111,,,
558335,111,,,
78015,111,,,
6134,111,,,
111995,111,,,
444406,111,,,
590513,111,,,
5922,111,,,
560193,110,,,
11163,110,,,
453423,110,,,
177337,110,,,
23911,110,,,
379875,110,,,
58910,110,,,
69596,110,,,
55889,110,,,
30544,110,,,
17903,110,,,
444471,110,,,
5674,110,,,
40742,110,,,
553313,110,,,
142986,109,,,
11233,109,,,
22036,109,,,
167818,109,,,
10425,109,,,
115014,109,,,
539668,109,,,
173344,109,,,
165975,109,,,
94906,109,,,
427534,109,,,
42296,109,,,
410290,109,,,
543199,109,,,
875,109,,,
39503,109,,,
74195,109,,,
397380,109,,,
374546,109,,,
488038,108,,,
50931,108,,,
12786,108,,,
48662,108,,,
18044,108,,,
164829,108,,,
488585,108,,,
17668,108,,,
88850,108,,,
25270,108,,,
86543,108,,,
11262,107,,,
455733,107,,,
573089,107,,,
167785,107,,,
141432,107,,,
33612,107,,,
19492,107,,,
377772,107,,,
7613,107,,,
388306,107,,,
6928,107,,,
51349,107,,,
385344,107,,,
4888,107,,,
176435,106,,,
69433,106,,,
81604,106,,,
135855,106,,,
18685,106,,,
530113,106,,,
8865,106,,,
17835,106,,,
509868,106,,,
6828,106,,,
51244,106,,,
4213,106,,,
75325,106,,,
75309,106,,,
528638,106,,,
14540,106,,,
512467,105,,,
2387,105,,,
50922,105,,,
585232,105,,,
513473,105,,,
415117,105,,,
116400,105,,,
58735,105,,,
57513,105,,,
19512,105,,,
554140,105,,,
170001,105,,,
408724,105,,,
99737,105,,,
3578,105,,,
12513,104,,,
127518,104,,,
128256,104,,,
480699,104,,,
22616,104,,,
71860,104,,,
135264,104,,,
10983,104,,,
463440,104,,,
29116,104,,,
135509,104,,,
541870,104,,,
131342,104,,,
64641,104,,,
4813,104,,,
496935,104,,,
381194,103,,,
442705,103,,,
528984,103,,,
71998,103,,,
8060,103,,,
55302,103,,,
482137,103,,,
548,103,,,
29512,103,,,
5672,103,,,
25053,103,,,
52888,103,,,
84052,102,,,
102164,102,,,
23335,102,,,
488049,102,,,
24896,102,,,
173575,102,,,
21906,102,,,
17270,102,,,
68913,102,,,
111770,102,,,
90252,102,,,
6840,102,,,
141044,102,,,
418004,102,,,
116731,101,,,
551937,101,,,
492850,101,,,
24970,101,,,
594382,101,,,
559500,101,,,
9408,101,,,
66050,101,,,
6138,101,,,
555409,101,,,
16337,101,,,
594610,101,,,
110080,101,,,
6623,101,,,
455337,101,,,
479436,101,,,
5933,101,,,
2071,101,,,
13485,101,,,
86843,100,,,
502633,100,,,
162784,100,,,
45682,100,,,
524744,100,,,
187377,100,,,
7735,100,,,
443135,100,,,
83103,99,,,
12976,99,,,
117788,99,,,
21265,99,,,
584961,99,,,
96958,99,,,
81013,99,,,
379883,99,,,
8077,99,,,
511443,99,,,
8273,99,,,
8295,99,,,
81588,99,,,
66187,99,,,
20847,99,,,
173658,99,,,
41898,99,,,
469890,99,,,
5902,99,,,
85068,99,,,
182873,99,,,
4838,99,,,
4952,99,,,
86634,98,,,
72021,98,,,
127495,98,,,
85612,98,,,
103124,98,,,
21302,98,,,
10684,98,,,
83790,98,,,
18344,98,,,
500512,98,,,
448795,98,,,
447466,98,,,
30577,98,,,
161646,98,,,
532101,98,,,
14584,98,,,
52862,98,,,
13712,97,,,
13881,97,,,
84551,97,,,
23756,97,,,
89003,97,,,
6149,97,,,
5250,97,,,
16515,97,,,
64360,97,,,
373951,97,,,
13119,97,,,
370759,96,,,
500434,96,,,
49650,96,,,
1196,96,,,
59273,96,,,
12761,96,,,
384925,96,,,
414920,96,,,
22785,96,,,
9321,96,,,
509138,96,,,
94896,96,,,
556936,96,,,
16028,96,,,
17505,96,,,
135441,96,,,
551234,96,,,
28861,96,,,
64623,96,,,
373571,96,,,
493338,96,,,
179564,96,,,
76713,96,,,
154831,95,,,
25772,95,,,
503961,95,,,
116434,95,,,
451716,95,,,
198747,95,,,
386238,95,,,
17361,95,,,
28121,95,,,
171652,95,,,
16526,95,,,
51029,95,,,
90997,95,,,
38325,95,,,
25126,95,,,
108522,95,,,
567834,95,,,
419069,95,,,
441341,94,,,
513507,94,,,
163246,94,,,
455915,94,,,
22103,94,,,
416123,94,,,
22441,94,,,
23962,94,,,
100231,94,,,
19167,94,,,
595421,94,,,
137396,94,,,
136044,94,,,
411835,94,,,
17453,94,,,
184267,94,,,
5526,94,,,
26344,94,,,
73197,94,,,
548495,93,,,
35154,93,,,
35170,93,,,
24838,93,,,
129441,93,,,
454173,93,,,
45713,93,,,
522142,93,,,
115782,93,,,
549899,93,,,
92379,93,,,
17368,93,,,
19968,93,,,
20911,93,,,
29546,93,,,
447003,93,,,
109340,93,,,
16883,93,,,
74393,93,,,
131292,93,,,
541128,93,,,
452243,92,,,
24485,92,,,
24780,92,,,
48707,92,,,
163151,92,,,
1527,92,,,
10635,92,,,
19195,92,,,
521203,92,,,
545160,92,,,
138501,92,,,
463265,92,,,
8545,92,,,
385062,92,,,
542241,92,,,
108068,92,,,
168716,92,,,
13024,92,,,
494792,92,,,
39796,92,,,
169673,92,,,
13762,91,,,
572016,91,,,
59485,91,,,
22867,91,,,
20269,91,,,
43126,91,,,
183763,91,,,
461871,91,,,
5217,91,,,
15367,91,,,
27304,91,,,
384602,91,,,
28888,91,,,
87333,91,,,
516294,91,,,
24301,91,,,
10334,90,,,
23599,90,,,
22708,90,,,
162705,90,,,
488684,90,,,
499480,90,,,
19882,90,,,
7303,90,,,
122793,90,,,
435538,90,,,
410282,90,,,
134352,90,,,
588277,90,,,
553289,90,,,
143108,90,,,
85407,89,,,
489459,89,,,
10738,89,,,
81091,89,,,
57547,89,,,
43043,89,,,
81330,89,,,
560326,89,,,
485797,89,,,
77397,89,,,
8903,89,,,
39082,89,,,
15461,89,,,
444455,89,,,
446807,89,,,
51847,89,,,
33191,88,,,
175974,88,,,
33590,88,,,
159244,88,,,
148411,88,,,
162776,88,,,
21721,88,,,
8320,88,,,
549857,88,,,
170251,88,,,
135871,88,,,
20806,88,,,
91553,88,,,
570887,88,,,
7566,88,,,
401976,88,,,
27013,88,,,
479261,88,,,
167396,88,,,
443408,88,,,
506808,88,,,
13535,88,,,
25444,88,,,
11224,87,,,
11662,87,,,
116153,87,,,
23868,87,,,
22533,87,,,
584722,87,,,
18001,87,,,
31099,87,,,
176610,87,,,
379438,87,,,
42287,87,,,
15042,87,,,
884,87,,,
26195,87,,,
90746,87,,,
180646,87,,,
40823,87,,,
13889,86,,,
116327,86,,,
103192,86,,,
71712,86,,,
21511,86,,,
21899,86,,,
7051,86,,,
560375,86,,,
81825,86,,,
42347,86,,,
17309,86,,,
17458,86,,,
411637,86,,,
173641,86,,,
137901,86,,,
5494,86,,,
468739,86,,,
5569,86,,,
25097,86,,,
97087,86,,,
399881,86,,,
414029,85,,,
189829,85,,,
1417,85,,,
479741,85,,,
72932,85,,,
23907,85,,,
20081,85,,,
198101,85,,,
440610,85,,,
509042,85,,,
91055,85,,,
530337,85,,,
542183,85,,,
448779,85,,,
450734,85,,,
503581,85,,,
99218,85,,,
398604,85,,,
2064,85,,,
97115,85,,,
62467,85,,,
577068,85,,,
48643,84,,,
140186,84,,,
528992,84,,,
21335,84,,,
95513,84,,,
123240,84,,,
101857,84,,,
20451,84,,,
31351,84,,,
124123,84,,,
426106,84,,,
426239,84,,,
28032,84,,,
543236,84,,,
7797,84,,,
172528,84,,,
39553,84,,,
3137,84,,,
48090,84,,,
530540,84,,,
98970,83,,,
22451,83,,,
10446,83,,,
45424,83,,,
112458,83,,,
20628,83,,,
524504,83,,,
18590,83,,,
423723,83,,,
496794,83,,,
422327,83,,,
27031,83,,,
545806,83,,,
184572,83,,,
77670,83,,,
417170,83,,,
553311,83,,,
121551,83,,,
469403,83,,,
24650,82,,,
176560,82,,,
11257,82,,,
128850,82,,,
22197,82,,,
94078,82,,,
167999,82,,,
34725,82,,,
547620,82,,,
56507,82,,,
152991,82,,,
9860,82,,,
9998,82,,,
78697,82,,,
143453,82,,,
63398,82,,,
552240,82,,,
2271,82,,,
26886,82,,,
34230,81,,,
154728,81,,,
477017,81,,,
47894,81,,,
413070,81,,,
93687,81,,,
31567,81,,,
388850,81,,,
43780,81,,,
7434,81,,,
582775,81,,,
592121,81,,,
519207,81,,,
454124,81,,,
178061,81,,,
192393,81,,,
38234,81,,,
38224,81,,,
13035,81,,,
121699,81,,,
25609,81,,,
153601,80,,,
2547,80,,,
427062,80,,,
13989,80,,,
1326,80,,,
152517,80,,,
62931,80,,,
465229,80,,,
10610,80,,,
1925,80,,,
150319,80,,,
675,80,,,
18995,80,,,
134085,80,,,
451989,80,,,
530972,80,,,
52953,80,,,
11261,79,,,
11604,79,,,
95216,79,,,
154732,79,,,
523928,79,,,
7029,79,,,
79833,79,,,
8904,79,,,
17679,79,,,
28407,79,,,
42986,79,,,
5513,79,,,
179572,79,,,
13135,79,,,
170514,79,,,
4655,79,,,
39978,79,,,
590158,79,,,
14852,79,,,
25408,79,,,
203190,79,,,
385229,79,,,
36319,78,,,
189688,78,,,
394866,78,,,
22051,78,,,
96685,78,,,
1788,78,,,
23862,78,,,
192997,78,,,
19094,78,,,
20362,78,,,
500637,78,,,
500660,78,,,
8421,78,,,
9935,78,,,
9999,78,,,
67714,78,,,
922,78,,,
421768,78,,,
39776,78,,,
156349,78,,,
565325,78,,,
398776,78,,,
2250,78,,,
49825,77,,,
61481,77,,,
85615,77,,,
11563,77,,,
22179,77,,,
571125,77,,,
18332,77,,,
145490,77,,,
28249,77,,,
485516,77,,,
75248,77,,,
157973,77,,,
415273,76,,,
141671,76,,,
479766,76,,,
429482,76,,,
10240,76,,,
153437,76,,,
154739,76,,,
456939,76,,,
192922,76,,,
160953,76,,,
158208,76,,,
566992,76,,,
40842,76,,,
24320,75,,,
478990,75,,,
95083,75,,,
11483,75,,,
23760,75,,,
23873,75,,,
45354,75,,,
21340,75,,,
19037,75,,,
498220,75,,,
402305,75,,,
524736,75,,,
137473,75,,,
125,75,,,
461939,75,,,
18681,75,,,
15018,75,,,
15211,75,,,
75028,75,,,
14025,75,,,
419622,75,,,
5755,75,,,
14727,75,,,
384123,75,,,
23139,74,,,
1213,74,,,
11247,74,,,
61687,74,,,
454454,74,,,
11626,74,,,
418657,74,,,
32567,74,,,
17145,74,,,
91009,74,,,
18694,74,,,
344,74,,,
485813,74,,,
16727,74,,,
541888,74,,,
97288,74,,,
23222,73,,,
491464,73,,,
21158,73,,,
104489,73,,,
178616,73,,,
47952,73,,,
451732,73,,,
536842,73,,,
512915,73,,,
31393,73,,,
137455,73,,,
19753,73,,,
422402,73,,,
30288,73,,,
458455,73,,,
90263,73,,,
664,73,,,
474994,73,,,
89573,73,,,
27240,73,,,
110260,73,,,
480335,73,,,
88653,73,,,
74197,73,,,
74251,73,,,
38516,73,,,
2328,72,,,
142851,72,,,
559013,72,,,
141994,72,,,
48716,72,,,
127507,72,,,
98942,72,,,
10358,72,,,
451740,72,,,
573982,72,,,
18008,72,,,
8251,72,,,
485888,72,,,
135979,72,,,
16404,72,,,
16548,72,,,
40423,72,,,
99271,72,,,
13233,72,,,
108514,72,,,
24026,72,,,
385146,72,,,
459974,72,,,
143218,72,,,
14880,72,,,
550673,71,,,
141945,71,,,
12597,71,,,
574541,71,,,
22624,71,,,
389395,71,,,
159103,71,,,
173393,71,,,
400093,71,,,
10926,71,,,
149097,71,,,
7109,71,,,
78051,71,,,
18597,71,,,
373,71,,,
132159,71,,,
206615,71,,,
110324,71,,,
6617,71,,,
588392,71,,,
14261,71,,,
408757,71,,,
143631,71,,,
3123,71,,,
406204,71,,,
193329,71,,,
516427,71,,,
410738,71,,,
176321,70,,,
49791,70,,,
153871,70,,,
537480,70,,,
57033,70,,,
503680,70,,,
100378,70,,,
135275,70,,,
390070,70,,,
95943,70,,,
92023,70,,,
438465,70,,,
403533,70,,,
18594,70,,,
55509,70,,,
20989,70,,,
475,70,,,
7649,70,,,
7721,70,,,
147694,70,,,
14094,70,,,
75366,70,,,
5793,70,,,
61275,70,,,
385260,70,,,
440215,69,,,
3916,69,,,
1505,69,,,
467886,69,,,
104505,69,,,
22490,69,,,
82215,69,,,
19261,69,,,
56183,69,,,
476648,69,,,
93496,69,,,
571034,69,,,
152967,69,,,
7118,69,,,
15070,69,,,
161613,69,,,
895,69,,,
417097,69,,,
142307,69,,,
527358,69,,,
517813,69,,,
383000,69,,,
529524,69,,,
536433,68,,,
535021,68,,,
11202,68,,,
23182,68,,,
113043,68,,,
11279,68,,,
480897,68,,,
417584,68,,,
23723,68,,,
23813,68,,,
57141,68,,,
1974,68,,,
135130,68,,,
559401,68,,,
174060,68,,,
571046,68,,,
31758,68,,,
448761,68,,,
411642,68,,,
79978,68,,,
6850,68,,,
4231,68,,,
50153,68,,,
493148,68,,,
157552,68,,,
61056,68,,,
104760,67,,,
62662,67,,,
48616,67,,,
13958,67,,,
73585,67,,,
491704,67,,,
48689,67,,,
478438,67,,,
22240,67,,,
116141,67,,,
1706,67,,,
449587,67,,,
475483,67,,,
7290,67,,,
18671,67,,,
8647,67,,,
496554,67,,,
461889,67,,,
460345,67,,,
145029,67,,,
7864,67,,,
180448,67,,,
527598,67,,,
588319,67,,,
14459,67,,,
38646,67,,,
373411,67,,,
4731,67,,,
3984,66,,,
453498,66,,,
453282,66,,,
72901,66,,,
113639,66,,,
9251,66,,,
67108,66,,,
19551,66,,,
7073,66,,,
560359,66,,,
21901,66,,,
17159,66,,,
68882,66,,,
581744,66,,,
78485,66,,,
543330,66,,,
108308,66,,,
8936,66,,,
89615,66,,,
87189,66,,,
141063,66,,,
13079,66,,,
15839,66,,,
15747,66,,,
183947,66,,,
516161,66,,,
25524,66,,,
85515,65,,,
48725,65,,,
86932,65,,,
10584,65,,,
10639,65,,,
20152,65,,,
160051,65,,,
78060,65,,,
157369,65,,,
514,65,,,
565,65,,,
7693,65,,,
18994,65,,,
518076,65,,,
121006,65,,,
486638,65,,,
159541,65,,,
6637,65,,,
53641,65,,,
14016,65,,,
16892,65,,,
14389,65,,,
396051,65,,,
87601,65,,,
385211,65,,,
598708,64,,,
127461,64,,,
23045,64,,,
11031,64,,,
416644,64,,,
164264,64,,,
37945,64,,,
488056,64,,,
24871,64,,,
563684,64,,,
189220,64,,,
23833,64,,,
82158,64,,,
20104,64,,,
521112,64,,,
83751,64,,,
10951,64,,,
18078,64,,,
8099,64,,,
476474,64,,,
102778,64,,,
150409,64,,,
19925,64,,,
80833,64,,,
8896,64,,,
27049,64,,,
55915,64,,,
6391,64,,,
498980,64,,,
496190,64,,,
16642,64,,,
5525,64,,,
16927,64,,,
2265,64,,,
86534,64,,,
166952,63,,,
415338,63,,,
153536,63,,,
50846,63,,,
177717,63,,,
49965,63,,,
524173,63,,,
551606,63,,,
490094,63,,,
34116,63,,,
24959,63,,,
167734,63,,,
97824,63,,,
102889,63,,,
521104,63,,,
10827,63,,,
33624,63,,,
20529,63,,,
138396,63,,,
562983,63,,,
8412,63,,,
459727,63,,,
433045,63,,,
19987,63,,,
41302,63,,,
434019,63,,,
27286,63,,,
7910,63,,,
77686,63,,,
87114,63,,,
478104,63,,,
99226,63,,,
157951,63,,,
538140,63,,,
6966,63,,,
155531,63,,,
506972,63,,,
27942,63,,,
4893,63,,,
4955,63,,,
465427,62,,,
106906,62,,,
83160,62,,,
514505,62,,,
10312,62,,,
34231,62,,,
420877,62,,,
71656,62,,,
535823,62,,,
10820,62,,,
101709,62,,,
10947,62,,,
474163,62,,,
57802,62,,,
137451,62,,,
8309,62,,,
101352,62,,,
125331,62,,,
29166,62,,,
9739,62,,,
80842,62,,,
8964,62,,,
80980,62,,,
28442,62,,,
509935,62,,,
570465,62,,,
5355,62,,,
411181,62,,,
100823,62,,,
15378,62,,,
493577,62,,,
27659,62,,,
468165,62,,,
143009,62,,,
74468,62,,,
132498,62,,,
182732,62,,,
536425,61,,,
11251,61,,,
561027,61,,,
514588,61,,,
503821,61,,,
418830,61,,,
456871,61,,,
22430,61,,,
432930,61,,,
161190,61,,,
58843,61,,,
198150,61,,,
525931,61,,,
79269,61,,,
44760,61,,,
79540,61,,,
145208,61,,,
385054,61,,,
9987,61,,,
41169,61,,,
173716,61,,,
7670,61,,,
413880,61,,,
171000,61,,,
197590,61,,,
520346,61,,,
7957,61,,,
195156,61,,,
17981,61,,,
41740,61,,,
106328,61,,,
143362,61,,,
26331,61,,,
4488,61,,,
108571,61,,,
567719,61,,,
3860,60,,,
382457,60,,,
1318,60,,,
1340,60,,,
502802,60,,,
22142,60,,,
34405,60,,,
123031,60,,,
95547,60,,,
19086,60,,,
485006,60,,,
510222,60,,,
487459,60,,,
8424,60,,,
170100,60,,,
55756,60,,,
64190,60,,,
197632,60,,,
534990,60,,,
17810,60,,,
100910,60,,,
426957,60,,,
455329,60,,,
16842,60,,,
142349,60,,,
4467,60,,,
25107,60,,,
52895,60,,,
5910,60,,,
158938,60,,,
12439,59,,,
428524,59,,,
101070,59,,,
60296,59,,,
115568,59,,,
11551,59,,,
166530,59,,,
12986,59,,,
154761,59,,,
550162,59,,,
116384,59,,,
101691,59,,,
390427,59,,,
149108,59,,,
426486,59,,,
7030,59,,,
9910,59,,,
168112,59,,,
411470,59,,,
14203,59,,,
467361,59,,,
143609,59,,,
155648,59,,,
179606,59,,,
169695,59,,,
37432,59,,,
459867,59,,,
11115,58,,,
452209,58,,,
12524,58,,,
13907,58,,,
1304,58,,,
117550,58,,,
72402,58,,,
95262,58,,,
22452,58,,,
23841,58,,,
417329,58,,,
534743,58,,,
412205,58,,,
81152,58,,,
381814,58,,,
162156,58,,,
546051,58,,,
9637,58,,,
185049,58,,,
81798,58,,,
31559,58,,,
19898,58,,,
421016,58,,,
505255,58,,,
506584,58,,,
156154,58,,,
410175,58,,,
172957,58,,,
91686,58,,,
579144,58,,,
136673,58,,,
425736,58,,,
16789,58,,,
87379,58,,,
28964,58,,,
14470,58,,,
445676,58,,,
12123,58,,,
4903,58,,,
394726,57,,,
1068,57,,,
126294,57,,,
176479,57,,,
85792,57,,,
72507,57,,,
384610,57,,,
22515,57,,,
527614,57,,,
58438,57,,,
70284,57,,,
44107,57,,,
10980,57,,,
43148,57,,,
162123,57,,,
9462,57,,,
8215,57,,,
164871,57,,,
20992,57,,,
447755,57,,,
77205,57,,,
17538,57,,,
520379,57,,,
42997,57,,,
503433,57,,,
143396,57,,,
142000,57,,,
444430,57,,,
3078,57,,,
384321,57,,,
171924,57,,,
13273,57,,,
13379,57,,,
132495,57,,,
566373,57,,,
37678,56,,,
416513,56,,,
440183,56,,,
104836,56,,,
23726,56,,,
129674,56,,,
162628,56,,,
197251,56,,,
380710,56,,,
114664,56,,,
597575,56,,,
578276,56,,,
16192,56,,,
43762,56,,,
90134,56,,,
80824,56,,,
66563,56,,,
40023,56,,,
162949,56,,,
51011,56,,,
558782,56,,,
38174,56,,,
129098,56,,,
6811,56,,,
5722,56,,,
3140,56,,,
14407,56,,,
13244,56,,,
419041,56,,,
4842,56,,,
4876,56,,,
49524,56,,,
106128,56,,,
482331,56,,,
444075,56,,,
48625,55,,,
46086,55,,,
72480,55,,,
406751,55,,,
480863,55,,,
478263,55,,,
185237,55,,,
22727,55,,,
413518,55,,,
94321,55,,,
69477,55,,,
172122,55,,,
188829,55,,,
21890,55,,,
17134,55,,,
19792,55,,,
477828,55,,,
427542,55,,,
7264,55,,,
170118,55,,,
469189,55,,,
472442,55,,,
17523,55,,,
112704,55,,,
16318,55,,,
40360,55,,,
63181,55,,,
65715,55,,,
116062,55,,,
554840,55,,,
5837,55,,,
62265,55,,,
517755,55,,,
420372,55,,,
5976,55,,,
434951,55,,,
14662,55,,,
179135,55,,,
24290,55,,,
23148,54,,,
96112,54,,,
418970,54,,,
72306,54,,,
151191,54,,,
34322,54,,,
405548,54,,,
10408,54,,,
45078,54,,,
563485,54,,,
1789,54,,,
114967,54,,,
559971,54,,,
9092,54,,,
21577,54,,,
17047,54,,,
19655,54,,,
125364,54,,,
137385,54,,,
20914,54,,,
132096,54,,,
525,54,,,
460046,54,,,
688001,54,,,
4094,54,,,
87197,54,,,
5641,54,,,
16969,54,,,
5790,54,,,
85050,54,,,
13386,54,,,
192228,54,,,
166930,53,,,
12471,53,,,
503813,53,,,
130823,53,,,
128454,53,,,
164175,53,,,
453035,53,,,
45142,53,,,
72950,53,,,
519033,53,,,
19012,53,,,
160259,53,,,
522516,53,,,
10999,53,,,
18095,53,,,
18075,53,,,
58923,53,,,
476655,53,,,
32556,53,,,
20565,53,,,
440418,53,,,
571063,53,,,
558080,53,,,
115998,53,,,
562835,53,,,
56769,53,,,
427526,53,,,
44875,53,,,
8672,53,,,
17488,53,,,
146719,53,,,
557876,53,,,
506196,53,,,
564419,53,,,
64660,53,,,
503358,53,,,
373621,53,,,
384313,53,,,
25174,53,,,
52870,53,,,
85047,53,,,
25306,53,,,
13423,53,,,
2276,53,,,
73252,53,,,
518779,53,,,
513663,52,,,
13824,52,,,
512227,52,,,
383810,52,,,
153963,52,,,
24852,52,,,
23773,52,,,
84660,52,,,
1950,52,,,
22738,52,,,
95906,52,,,
150110,52,,,
152926,52,,,
528055,52,,,
18669,52,,,
19971,52,,,
6113,52,,,
132107,52,,,
78515,52,,,
28348,52,,,
412726,52,,,
134338,52,,,
520338,52,,,
6653,52,,,
516898,52,,,
51122,52,,,
194985,52,,,
28897,52,,,
98032,52,,,
5645,52,,,
4393,52,,,
14319,52,,,
797340,52,,,
38552,52,,,
12035,52,,,
504159,52,,,
11067,51,,,
26977,51,,,
166853,51,,,
1321,51,,,
61804,51,,,
11596,51,,,
179754,51,,,
526335,51,,,
71512,51,,,
1815,51,,,
82170,51,,,
572848,51,,,
69559,51,,,
162874,51,,,
56145,51,,,
83742,51,,,
160128,51,,,
888888,51,,,
416743,51,,,
29100,51,,,
19776,51,,,
402271,51,,,
409417,51,,,
568956,51,,,
31500,51,,,
28035,51,,,
507824,51,,,
194080,51,,,
458422,51,,,
79768,51,,,
31778,51,,,
421,51,,,
31747,51,,,
80947,51,,,
570564,51,,,
377587,51,,,
77615,51,,,
100832,51,,,
15348,51,,,
455352,51,,,
5500,51,,,
5503,51,,,
3079,51,,,
156992,51,,,
13178,51,,,
108589,51,,,
107508,51,,,
445239,51,,,
589077,51,,,
179168,51,,,
25588,51,,,
74575,51,,,
116716,50,,,
12431,50,,,
3769,50,,,
465443,50,,,
163120,50,,,
512012,50,,,
586180,50,,,
24951,50,,,
34241,50,,,
406871,50,,,
153445,50,,,
140178,50,,,
189332,50,,,
22721,50,,,
22868,50,,,
150800,50,,,
403915,50,,,
31070,50,,,
44333,50,,,
462009,50,,,
29043,50,,,
149377,50,,,
9728,50,,,
9844,50,,,
9877,50,,,
66196,50,,,
458323,50,,,
18677,50,,,
20954,50,,,
567125,50,,,
399202,50,,,
5186,50,,,
76281,50,,,
100990,50,,,
15200,50,,,
7908,50,,,
100814,50,,,
15356,50,,,
51193,50,,,
4209,50,,,
15847,50,,,
118065,50,,,
97106,50,,,
370818,49,,,
417972,49,,,
140210,49,,,
439000,49,,,
418981,49,,,
59378,49,,,
73650,49,,,
477133,49,,,
24881,49,,,
11493,49,,,
558692,49,,,
10647,49,,,
57224,49,,,
523951,49,,,
441958,49,,,
488791,49,,,
19688,49,,,
163652,49,,,
18595,49,,,
593871,49,,,
30336,49,,,
16017,49,,,
92887,49,,,
53280,49,,,
134120,49,,,
111487,49,,,
53414,49,,,
101972,49,,,
123696,49,,,
570440,49,,,
6786,49,,,
28722,49,,,
6914,49,,,
408773,49,,,
5771,49,,,
64774,49,,,
396314,49,,,
13145,49,,,
14754,49,,,
