varenr,Frequency,,,
493049,49,,,
525720,48,,,
23036,48,,,
59632,48,,,
10362,48,,,
21083,48,,,
153486,48,,,
10589,48,,,
35933,48,,,
149629,48,,,
59951,48,,,
125607,48,,,
474403,48,,,
22750,48,,,
22840,48,,,
452862,48,,,
535674,48,,,
33870,48,,,
92256,48,,,
548563,48,,,
133181,48,,,
339,48,,,
79723,48,,,
27040,48,,,
88189,48,,,
5266,48,,,
17837,48,,,
425679,48,,,
426981,48,,,
28738,48,,,
4282,48,,,
384545,48,,,
444444,48,,,
515314,48,,,
15663,48,,,
52624,48,,,
14426,48,,,
494732,48,,,
85013,48,,,
408666,48,,,
40980,48,,,
416560,47,,,
199018,47,,,
12460,47,,,
151282,47,,,
12721,47,,,
34038,47,,,
22018,47,,,
151175,47,,,
479717,47,,,
11535,47,,,
23668,47,,,
85845,47,,,
23807,47,,,
418665,47,,,
20115,47,,,
498204,47,,,
522532,47,,,
149772,47,,,
69807,47,,,
8220,47,,,
177949,47,,,
9632,47,,,
18433,47,,,
125397,47,,,
30353,47,,,
581829,47,,,
6038,47,,,
68902,47,,,
434486,47,,,
77151,47,,,
108407,47,,,
158725,47,,,
54593,47,,,
29587,47,,,
29525,47,,,
173781,47,,,
28497,47,,,
28519,47,,,
447177,47,,,
15340,47,,,
49033,47,,,
470658,47,,,
14453,47,,,
64734,47,,,
14472,47,,,
565275,47,,,
503096,47,,,
14869,47,,,
98582,47,,,
559104,46,,,
61366,46,,,
379081,46,,,
511071,46,,,
127231,46,,,
10020,46,,,
23272,46,,,
24802,46,,,
11526,46,,,
178574,46,,,
10402,46,,,
116418,46,,,
10656,46,,,
10727,46,,,
20113,46,,,
401588,46,,,
93146,46,,,
173468,46,,,
100503,46,,,
572677,46,,,
20323,46,,,
414607,46,,,
474064,46,,,
101488,46,,,
512715,46,,,
428870,46,,,
31796,46,,,
171710,46,,,
29592,46,,,
124653,46,,,
66758,46,,,
17719,46,,,
521526,46,,,
100841,46,,,
797225,46,,,
87320,46,,,
118745,46,,,
27650,46,,,
64642,46,,,
38372,46,,,
481467,46,,,
61097,46,,,
121582,46,,,
25560,46,,,
24359,45,,,
126375,45,,,
84245,45,,,
95075,45,,,
95091,45,,,
115586,45,,,
10066,45,,,
564918,45,,,
466466,45,,,
61800,45,,,
371641,45,,,
36906,45,,,
22301,45,,,
48914,45,,,
599460,45,,,
176099,45,,,
549089,45,,,
19126,45,,,
20359,45,,,
18103,45,,,
164840,45,,,
427484,45,,,
136074,45,,,
8353,45,,,
549840,45,,,
159885,45,,,
290,45,,,
28012,45,,,
20973,45,,,
411505,45,,,
567305,45,,,
412924,45,,,
30655,45,,,
54805,45,,,
30947,45,,,
4378,45,,,
588327,45,,,
179580,45,,,
74120,45,,,
62296,45,,,
85036,45,,,
75751,45,,,
72010,44,,,
177667,44,,,
11189,44,,,
115520,44,,,
47369,44,,,
165720,44,,,
141788,44,,,
48819,44,,,
12953,44,,,
116164,44,,,
516958,44,,,
1999,44,,,
10771,44,,,
124218,44,,,
148213,44,,,
135118,44,,,
93273,44,,,
436022,44,,,
32442,44,,,
127841,44,,,
464685,44,,,
546200,44,,,
438325,44,,,
17030,44,,,
500751,44,,,
42196,44,,,
525881,44,,,
513929,44,,,
568766,44,,,
469122,44,,,
530139,44,,,
517185,44,,,
377952,44,,,
386177,44,,,
18892,44,,,
29520,44,,,
412635,44,,,
111454,44,,,
76000,44,,,
592198,44,,,
5197,44,,,
123685,44,,,
520288,44,,,
7923,44,,,
466011,44,,,
588418,44,,,
408732,44,,,
13013,44,,,
373514,44,,,
41915,44,,,
141069,44,,,
15828,44,,,
3129,44,,,
106585,44,,,
479139,44,,,
493403,44,,,
38543,44,,,
468142,44,,,
75696,44,,,
24128,44,,,
144442,44,,,
11100,43,,,
598757,43,,,
23115,43,,,
1490,43,,,
97769,43,,,
60406,43,,,
12938,43,,,
23660,43,,,
23674,43,,,
503737,43,,,
372698,43,,,
95443,43,,,
101683,43,,,
521278,43,,,
93063,43,,,
535617,43,,,
546333,43,,,
127875,43,,,
475343,43,,,
427724,43,,,
465714,43,,,
403550,43,,,
20990,43,,,
89037,43,,,
8640,43,,,
567537,43,,,
7385,43,,,
17310,43,,,
132191,43,,,
92851,43,,,
8831,43,,,
181040,43,,,
18824,43,,,
7616,43,,,
112713,43,,,
543025,43,,,
17777,43,,,
389563,43,,,
88270,43,,,
558882,43,,,
87087,43,,,
17976,43,,,
449751,43,,,
15362,43,,,
15422,43,,,
99283,43,,,
6880,43,,,
538124,43,,,
41921,43,,,
38498,43,,,
130298,43,,,
40972,43,,,
496851,43,,,
156517,43,,,
86516,43,,,
548453,42,,,
441527,42,,,
381368,42,,,
11089,42,,,
23075,42,,,
477631,42,,,
12681,42,,,
128983,42,,,
382531,42,,,
164573,42,,,
477406,42,,,
115575,42,,,
48698,42,,,
96369,42,,,
126186,42,,,
539965,42,,,
479758,42,,,
12943,42,,,
10487,42,,,
10465,42,,,
384644,42,,,
153460,42,,,
57024,42,,,
34553,42,,,
130640,42,,,
34686,42,,,
102878,42,,,
424200,42,,,
547764,42,,,
380871,42,,,
390278,42,,,
164761,42,,,
18255,42,,,
522139,42,,,
19530,42,,,
55277,42,,,
149442,42,,,
598996,42,,,
113330,42,,,
8432,42,,,
20747,42,,,
458331,42,,,
195388,42,,,
79751,42,,,
18778,42,,,
388793,42,,,
16292,42,,,
89236,42,,,
158163,42,,,
6404,42,,,
29775,42,,,
449603,42,,,
14052,42,,,
17998,42,,,
75127,42,,,
154063,42,,,
6872,42,,,
89839,42,,,
16812,42,,,
15597,42,,,
86181,42,,,
3112,42,,,
15810,42,,,
120899,42,,,
37124,42,,,
542720,42,,,
503169,42,,,
494542,42,,,
110890,42,,,
87792,42,,,
504244,42,,,
14986,42,,,
61212,42,,,
14892,42,,,
87860,42,,,
1008,41,,,
379158,41,,,
575847,41,,,
86842,41,,,
127484,41,,,
35369,41,,,
384933,41,,,
24942,41,,,
11618,41,,,
10401,41,,,
85969,41,,,
492611,41,,,
515650,41,,,
59790,41,,,
191650,41,,,
413438,41,,,
22728,41,,,
10706,41,,,
58888,41,,,
545066,41,,,
451658,41,,,
475459,41,,,
43190,41,,,
21994,41,,,
135772,41,,,
328,41,,,
20900,41,,,
469171,41,,,
79787,41,,,
5037,41,,,
5029,41,,,
54605,41,,,
90275,41,,,
88112,41,,,
531020,41,,,
17788,41,,,
5287,41,,,
28531,41,,,
28761,41,,,
419414,41,,,
51358,41,,,
52606,41,,,
397398,41,,,
110999,41,,,
13282,41,,,
419309,41,,,
591605,41,,,
40996,41,,,
144527,41,,,
4826,41,,,
127328,40,,,
428318,40,,,
538793,40,,,
98916,40,,,
418787,40,,,
564971,40,,,
142596,40,,,
21000,40,,,
104497,40,,,
21263,40,,,
153319,40,,,
563379,40,,,
19108,40,,,
463893,40,,,
521173,40,,,
148593,40,,,
56187,40,,,
32369,40,,,
32296,40,,,
21776,40,,,
113257,40,,,
149146,40,,,
69804,40,,,
101386,40,,,
9717,40,,,
55578,40,,,
53115,40,,,
460485,40,,,
506485,40,,,
496414,40,,,
122698,40,,,
7589,40,,,
15046,40,,,
506246,40,,,
41319,40,,,
30627,40,,,
53426,40,,,
27295,40,,,
108092,40,,,
147653,40,,,
77515,40,,,
519311,40,,,
411076,40,,,
436410,40,,,
480206,40,,,
75223,40,,,
98050,40,,,
87378,40,,,
16938,40,,,
116095,40,,,
165001,40,,,
177022,40,,,
5823,40,,,
407205,40,,,
566778,40,,,
106021,40,,,
133563,40,,,
49551,40,,,
374579,40,,,
116727,39,,,
87902,39,,,
102051,39,,,
23223,39,,,
35212,39,,,
176586,39,,,
104851,39,,,
152427,39,,,
167807,39,,,
10323,39,,,
128173,39,,,
23716,39,,,
428076,39,,,
72827,39,,,
11814,39,,,
23879,39,,,
562058,39,,,
84833,39,,,
546507,39,,,
125585,39,,,
21469,39,,,
22846,39,,,
21593,39,,,
19254,39,,,
83760,39,,,
43052,39,,,
81224,39,,,
67059,39,,,
500769,39,,,
524728,39,,,
8222,39,,,
9649,39,,,
19744,39,,,
411744,39,,,
170240,39,,,
18510,39,,,
9938,39,,,
460469,39,,,
18812,39,,,
609,39,,,
15044,39,,,
545830,39,,,
15000,39,,,
448688,39,,,
449934,39,,,
892,39,,,
4086,39,,,
171173,39,,,
171165,39,,,
15374,39,,,
17996,39,,,
455345,39,,,
15400,39,,,
504712,39,,,
130353,39,,,
468546,39,,,
590455,39,,,
108617,39,,,
25209,39,,,
52897,39,,,
539049,39,,,
2105,39,,,
73160,39,,,
96032,38,,,
430819,38,,,
13908,38,,,
12662,38,,,
126208,38,,,
127529,38,,,
22041,38,,,
492678,38,,,
394300,38,,,
21110,38,,,
428011,38,,,
69173,38,,,
21198,38,,,
558684,38,,,
59904,38,,,
581051,38,,,
390419,38,,,
449512,38,,,
521161,38,,,
149750,38,,,
391540,38,,,
44327,38,,,
160085,38,,,
32566,38,,,
102780,38,,,
549956,38,,,
93757,38,,,
149281,38,,,
56811,38,,,
66414,38,,,
132076,38,,,
55856,38,,,
135400,38,,,
579110,38,,,
79960,38,,,
109116,38,,,
595985,38,,,
532249,38,,,
78836,38,,,
451935,38,,,
161844,38,,,
527562,38,,,
120683,38,,,
106666,38,,,
153031,38,,,
86173,38,,,
40719,38,,,
542845,38,,,
157693,38,,,
14561,38,,,
108562,38,,,
194878,38,,,
397190,38,,,
580809,38,,,
445254,38,,,
4901,38,,,
24380,37,,,
142975,37,,,
190592,37,,,
12502,37,,,
73514,37,,,
491753,37,,,
11516,37,,,
11518,37,,,
23561,37,,,
453225,37,,,
84573,37,,,
23772,37,,,
562132,37,,,
95307,37,,,
152165,37,,,
11845,37,,,
526319,37,,,
21276,37,,,
21235,37,,,
417337,37,,,
139048,37,,,
588644,37,,,
1933,37,,,
594367,37,,,
57273,37,,,
45451,37,,,
20166,37,,,
112516,37,,,
20344,37,,,
175409,37,,,
510172,37,,,
20502,37,,,
21984,37,,,
137497,37,,,
465716,37,,,
80460,37,,,
461988,37,,,
591110,37,,,
19965,37,,,
20947,37,,,
545970,37,,,
28396,37,,,
79921,37,,,
7645,37,,,
110014,37,,,
5143,37,,,
30737,37,,,
6566,37,,,
447078,37,,,
38052,37,,,
387027,37,,,
4029,37,,,
99121,37,,,
445981,37,,,
15411,37,,,
26107,37,,,
383224,37,,,
157962,37,,,
154286,37,,,
469817,37,,,
129297,37,,,
156220,37,,,
418043,37,,,
145508,37,,,
4746,37,,,
26830,37,,,
26796,37,,,
14770,37,,,
25582,37,,,
87878,37,,,
177626,36,,,
12515,36,,,
10016,36,,,
103587,36,,,
61811,36,,,
454439,36,,,
59623,36,,,
143719,36,,,
22529,36,,,
21231,36,,,
47910,36,,,
390344,36,,,
593038,36,,,
137517,36,,,
402972,36,,,
450584,36,,,
82307,36,,,
56134,36,,,
561985,36,,,
82548,36,,,
94509,36,,,
32423,36,,,
43125,36,,,
151492,36,,,
164661,36,,,
32634,36,,,
66150,36,,,
554331,36,,,
554139,36,,,
7362,36,,,
409334,36,,,
410332,36,,,
54546,36,,,
570846,36,,,
65231,36,,,
194290,36,,,
485817,36,,,
555193,36,,,
91678,36,,,
27004,36,,,
77463,36,,,
29835,36,,,
65505,36,,,
26067,36,,,
16618,36,,,
502245,36,,,
107839,36,,,
76403,36,,,
194977,36,,,
502120,36,,,
191072,36,,,
51209,36,,,
87324,36,,,
181883,36,,,
504332,36,,,
181595,36,,,
156513,36,,,
26968,36,,,
98651,35,,,
25848,35,,,
414060,35,,,
3988,35,,,
86923,35,,,
118976,35,,,
417295,35,,,
45104,35,,,
115206,35,,,
130827,35,,,
70027,35,,,
22493,35,,,
177328,35,,,
23927,35,,,
534719,35,,,
570226,35,,,
497222,35,,,
70315,35,,,
56223,35,,,
95825,35,,,
162863,35,,,
113746,35,,,
149761,35,,,
8097,35,,,
392577,35,,,
8197,35,,,
44570,35,,,
584474,35,,,
174429,35,,,
93588,35,,,
598826,35,,,
32748,35,,,
438283,35,,,
440529,35,,,
422428,35,,,
92676,35,,,
20974,35,,,
592253,35,,,
67860,35,,,
91616,35,,,
518043,35,,,
30809,35,,,
447060,35,,,
593173,35,,,
576346,35,,,
15633,35,,,
116079,35,,,
470690,35,,,
39688,35,,,
517862,35,,,
39715,35,,,
396309,35,,,
106596,35,,,
446997,35,,,
506956,35,,,
37451,35,,,
4848,35,,,
375840,35,,,
11101,34,,,
1172,34,,,
427328,34,,,
166897,34,,,
1256,34,,,
35315,34,,,
175257,34,,,
95117,34,,,
73914,34,,,
96579,34,,,
73833,34,,,
60541,34,,,
35790,34,,,
420868,34,,,
154750,34,,,
563494,34,,,
453043,34,,,
1814,34,,,
180901,34,,,
71445,34,,,
538363,34,,,
9065,34,,,
413617,34,,,
161216,34,,,
390088,34,,,
81124,34,,,
161448,34,,,
425379,34,,,
69725,34,,,
510214,34,,,
32474,34,,,
33781,34,,,
31085,34,,,
79211,34,,,
19538,34,,,
8243,34,,,
598949,34,,,
149385,34,,,
199604,34,,,
8381,34,,,
125342,34,,,
765354,34,,,
403514,34,,,
448,34,,,
31874,34,,,
78691,34,,,
28387,34,,,
622,34,,,
8950,34,,,
570738,34,,,
376400,34,,,
15189,34,,,
799,34,,,
17745,34,,,
451997,34,,,
388390,34,,,
30993,34,,,
14048,34,,,
15334,34,,,
63147,34,,,
155408,34,,,
6821,34,,,
145938,34,,,
384552,34,,,
51235,34,,,
526137,34,,,
190017,34,,,
52615,34,,,
65933,34,,,
116028,34,,,
419222,34,,,
565382,34,,,
504456,34,,,
12068,34,,,
14786,34,,,
13638,34,,,
14924,34,,,
25526,34,,,
513515,33,,,
59249,33,,,
1324,33,,,
383943,33,,,
164486,33,,,
405711,33,,,
404160,33,,,
22208,33,,,
192815,33,,,
24921,33,,,
97808,33,,,
46292,33,,,
588715,33,,,
60848,33,,,
166643,33,,,
539692,33,,,
114985,33,,,
72941,33,,,
402837,33,,,
175945,33,,,
1917,33,,,
438758,33,,,
100219,33,,,
173541,33,,,
57675,33,,,
10966,33,,,
161430,33,,,
8094,33,,,
462077,33,,,
18164,33,,,
548727,33,,,
81489,33,,,
54049,33,,,
8364,33,,,
100000,33,,,
176917,33,,,
416875,33,,,
187594,33,,,
578297,33,,,
17235,33,,,
30351,33,,,
9929,33,,,
496745,33,,,
16143,33,,,
67723,33,,,
184952,33,,,
133371,33,,,
557918,33,,,
388439,33,,,
109173,33,,,
31971,33,,,
532358,33,,,
112615,33,,,
42812,33,,,
166165,33,,,
479255,33,,,
479253,33,,,
156764,33,,,
99260,33,,,
4215,33,,,
563064,33,,,
483982,33,,,
76736,33,,,
14494,33,,,
38525,33,,,
75603,33,,,
385278,33,,,
167122,33,,,
73274,33,,,
86525,33,,,
542489,33,,,
468029,33,,,
562736,32,,,
2391,32,,,
13773,32,,,
153643,32,,,
478982,32,,,
84175,32,,,
559037,32,,,
562520,32,,,
551879,32,,,
48520,32,,,
22113,32,,,
71024,32,,,
126153,32,,,
416198,32,,,
84587,32,,,
22280,32,,,
46214,32,,,
22401,32,,,
432831,32,,,
34371,32,,,
131979,32,,,
123065,32,,,
185249,32,,,
21422,32,,,
521260,32,,,
45487,32,,,
9228,32,,,
9283,32,,,
112466,32,,,
93260,32,,,
20456,32,,,
18120,32,,,
9648,32,,,
149310,32,,,
316,32,,,
470148,32,,,
410209,32,,,
80806,32,,,
110627,32,,,
17577,32,,,
460535,32,,,
461863,32,,,
521955,32,,,
65376,32,,,
135491,32,,,
30620,32,,,
16306,32,,,
399231,32,,,
78847,32,,,
898,32,,,
17881,32,,,
109298,32,,,
5415,32,,,
75119,32,,,
482869,32,,,
6837,32,,,
396507,32,,,
142034,32,,,
15649,32,,,
51313,32,,,
25054,32,,,
39676,32,,,
505735,32,,,
515163,32,,,
25242,32,,,
86472,32,,,
121813,32,,,
541276,32,,,
408298,32,,,
12266,32,,,
13568,32,,,
2306,31,,,
574731,31,,,
25709,31,,,
153671,31,,,
12395,31,,,
513671,31,,,
48488,31,,,
454620,31,,,
151241,31,,,
50893,31,,,
85669,31,,,
85634,31,,,
1545,31,,,
178517,31,,,
10339,31,,,
22405,31,,,
10476,31,,,
153429,31,,,
34562,31,,,
142718,31,,,
485169,31,,,
175851,31,,,
100594,31,,,
111229,31,,,
474254,31,,,
20330,31,,,
33615,31,,,
20420,31,,,
413088,31,,,
512947,31,,,
18256,31,,,
44697,31,,,
402101,31,,,
7092,31,,,
66068,31,,,
560250,31,,,
91067,31,,,
556951,31,,,
16000,31,,,
121118,31,,,
53170,31,,,
17499,31,,,
134772,31,,,
17430,31,,,
410146,31,,,
41244,31,,,
410316,31,,,
594892,31,,,
555185,31,,,
5039,31,,,
460253,31,,,
16323,31,,,
91878,31,,,
484028,31,,,
5481,31,,,
193720,31,,,
40426,31,,,
156661,31,,,
192674,31,,,
15644,31,,,
39697,31,,,
502076,31,,,
588152,31,,,
554832,31,,,
87577,31,,,
410836,31,,,
384176,31,,,
144246,31,,,
495614,31,,,
13767,30,,,
465534,30,,,
23033,30,,,
12330,30,,,
24479,30,,,
526897,30,,,
13956,30,,,
73551,30,,,
548297,30,,,
12734,30,,,
190710,30,,,
502684,30,,,
22239,30,,,
60616,30,,,
23666,30,,,
10361,30,,,
142741,30,,,
431650,30,,,
83555,30,,,
95680,30,,,
20299,30,,,
148575,30,,,
511816,30,,,
391578,30,,,
32387,30,,,
135095,30,,,
30043,30,,,
416768,30,,,
8367,30,,,
81752,30,,,
54155,30,,,
176862,30,,,
78069,30,,,
92392,30,,,
195503,30,,,
18568,30,,,
553024,30,,,
386217,30,,,
80624,30,,,
385070,30,,,
195479,30,,,
307,30,,,
53256,30,,,
390757,30,,,
109165,30,,,
8905,30,,,
8942,30,,,
518258,30,,,
411280,30,,,
412775,30,,,
448670,30,,,
6572,30,,,
40394,30,,,
245803,30,,,
6787,30,,,
107862,30,,,
133919,30,,,
157984,30,,,
156652,30,,,
28998,30,,,
14474,30,,,
40769,30,,,
591750,30,,,
15876,30,,,
431023,30,,,
5954,30,,,
170540,30,,,
52918,30,,,
26842,30,,,
590132,30,,,
14820,30,,,
469247,30,,,
24195,30,,,
4823,30,,,
155168,30,,,
14975,30,,,
25589,30,,,
2393,29,,,
12384,29,,,
550665,29,,,
1167,29,,,
585224,29,,,
439133,29,,,
84376,29,,,
1452,29,,,
12809,29,,,
552951,29,,,
500074,29,,,
11556,29,,,
116220,29,,,
48793,29,,,
105547,29,,,
117531,29,,,
24955,29,,,
502526,29,,,
418814,29,,,
154464,29,,,
539734,29,,,
21122,29,,,
72619,29,,,
564773,29,,,
23859,29,,,
59847,29,,,
94111,29,,,
35951,29,,,
124354,29,,,
499772,29,,,
148285,29,,,
162594,29,,,
19137,29,,,
162842,29,,,
20312,29,,,
34934,29,,,
58942,29,,,
31004,29,,,
440925,29,,,
595322,29,,,
20583,29,,,
94821,29,,,
55250,29,,,
512780,29,,,
69824,29,,,
92199,29,,,
176616,29,,,
101452,29,,,
148122,29,,,
56615,29,,,
200860,29,,,
597567,29,,,
18531,29,,,
123798,29,,,
19904,29,,,
17497,29,,,
16298,29,,,
53207,29,,,
29534,29,,,
15062,29,,,
8949,29,,,
113986,29,,,
399246,29,,,
30721,29,,,
496042,29,,,
158386,29,,,
507317,29,,,
595779,29,,,
89610,29,,,
498709,29,,,
521561,29,,,
63180,29,,,
63192,29,,,
107813,29,,,
527580,29,,,
181651,29,,,
16886,29,,,
28915,29,,,
88773,29,,,
118616,29,,,
132840,29,,,
49137,29,,,
63523,29,,,
64973,29,,,
52993,29,,,
494583,29,,,
24093,29,,,
482547,29,,,
373498,29,,,
75796,29,,,
420131,29,,,
157736,29,,,
488262,28,,,
96057,28,,,
453503,28,,,
10007,28,,,
439018,28,,,
549599,28,,,
501460,28,,,
153858,28,,,
190702,28,,,
131938,28,,,
130563,28,,,
539817,28,,,
503862,28,,,
405571,28,,,
130849,28,,,
72630,28,,,
513195,28,,,
453027,28,,,
504902,28,,,
95410,28,,,
72957,28,,,
21324,28,,,
557231,28,,,
10766,28,,,
45478,28,,,
45427,28,,,
45376,28,,,
148528,28,,,
584791,28,,,
186783,28,,,
69496,28,,,
573883,28,,,
438374,28,,,
8176,28,,,
81627,28,,,
94897,28,,,
586826,28,,,
17354,28,,,
529172,28,,,
6031,28,,,
8692,28,,,
90100,28,,,
412932,28,,,
80861,28,,,
8878,28,,,
77196,28,,,
76080,28,,,
8916,28,,,
158185,28,,,
7659,28,,,
17619,28,,,
110105,28,,,
135319,28,,,
30766,28,,,
30755,28,,,
15109,28,,,
121039,28,,,
516856,28,,,
515536,28,,,
51232,28,,,
38243,28,,,
420497,28,,,
87388,28,,,
445700,28,,,
4344,28,,,
493353,28,,,
41996,28,,,
542991,28,,,
494836,28,,,
431288,28,,,
194672,28,,,
15898,28,,,
445481,28,,,
85002,28,,,
372151,28,,,
530608,28,,,
434643,28,,,
578492,28,,,
132507,28,,,
4839,28,,,
25495,28,,,
121798,28,,,
114157,27,,,
190629,27,,,
176319,27,,,
187054,27,,,
151076,27,,,
2442,27,,,
24495,27,,,
11187,27,,,
477385,27,,,
1295,27,,,
513523,27,,,
13945,27,,,
73525,27,,,
12718,27,,,
10109,27,,,
10098,27,,,
23368,27,,,
22196,27,,,
405456,27,,,
23650,27,,,
416206,27,,,
467560,27,,,
21070,27,,,
465047,27,,,
478321,27,,,
59858,27,,,
21218,27,,,
72769,27,,,
45336,27,,,
162675,27,,,
112386,27,,,
47967,27,,,
534750,27,,,
83550,27,,,
448217,27,,,
19091,27,,,
69385,27,,,
100586,27,,,
10851,27,,,
162852,27,,,
69487,27,,,
149706,27,,,
32378,27,,,
21709,27,,,
20533,27,,,
32510,27,,,
94915,27,,,
137407,27,,,
81669,27,,,
8463,27,,,
460708,27,,,
593855,27,,,
495317,27,,,
160739,27,,,
469155,27,,,
517177,27,,,
107109,27,,,
18731,27,,,
410323,27,,,
144035,27,,,
158685,27,,,
8842,27,,,
169378,27,,,
80851,27,,,
518340,27,,,
6293,27,,,
135970,27,,,
435578,27,,,
65341,27,,,
55906,27,,,
531228,27,,,
125963,27,,,
30710,27,,,
29855,27,,,
544161,27,,,
51060,27,,,
520165,27,,,
521518,27,,,
111504,27,,,
28645,27,,,
469973,27,,,
16735,27,,,
442129,27,,,
4230,27,,,
407403,27,,,
74042,27,,,
406124,27,,,
52633,27,,,
542803,27,,,
5766,27,,,
118619,27,,,
15923,27,,,
590331,27,,,
157644,27,,,
38653,27,,,
109819,27,,,
108555,27,,,
14668,27,,,
516310,27,,,
385187,27,,,
194860,27,,,
169874,27,,,
75709,27,,,
179176,27,,,
74577,27,,,
86562,27,,,
397240,27,,,
537779,26,,,
2365,26,,,
96065,26,,,
163073,26,,,
574756,26,,,
476192,26,,,
562603,26,,,
166908,26,,,
11188,26,,,
23172,26,,,
572057,26,,,
11353,26,,,
3902,26,,,
477497,26,,,
10102,26,,,
34058,26,,,
96324,26,,,
479725,26,,,
405413,26,,,
1512,26,,,
192823,26,,,
24953,26,,,
129817,26,,,
35767,26,,,
33027,26,,,
552754,26,,,
454196,26,,,
103135,26,,,
405316,26,,,
154682,26,,,
10600,26,,,
101622,26,,,
82306,26,,,
413585,26,,,
95798,26,,,
9320,26,,,
83899,26,,,
68451,26,,,
164806,26,,,
93385,26,,,
114413,26,,,
9522,26,,,
438408,26,,,
151711,26,,,
100128,26,,,
549949,26,,,
136135,26,,,
8346,26,,,
174318,26,,,
8388,26,,,
81760,26,,,
499204,26,,,
19754,26,,,
8580,26,,,
7278,26,,,
43680,26,,,
529180,26,,,
55657,26,,,
183426,26,,,
78452,26,,,
54461,26,,,
170495,26,,,
531442,26,,,
7495,26,,,
18751,26,,,
132116,26,,,
65253,26,,,
77187,26,,,
119032,26,,,
449918,26,,,
567149,26,,,
135419,26,,,
6313,26,,,
7673,26,,,
447243,26,,,
109124,26,,,
531095,26,,,
110078,26,,,
17712,26,,,
112641,26,,,
17771,26,,,
803,26,,,
820,26,,,
484055,26,,,
7988,26,,,
63051,26,,,
195147,26,,,
502278,26,,,
156741,26,,,
479428,26,,,
383216,26,,,
63354,26,,,
88660,26,,,
526079,26,,,
37052,26,,,
14437,26,,,
50138,26,,,
40782,26,,,
40778,26,,,
552125,26,,,
145573,26,,,
14681,26,,,
63670,26,,,
13305,26,,,
516377,26,,,
2140,26,,,
565044,26,,,
87841,26,,,
75804,26,,,
24299,26,,,
141713,25,,,
73332,25,,,
551929,25,,,
11237,25,,,
3809,25,,,
13906,25,,,
10001,25,,,
140517,25,,,
163196,25,,,
177287,25,,,
24932,25,,,
116118,25,,,
116107,25,,,
563585,25,,,
60505,25,,,
563551,25,,,
60558,25,,,
85838,25,,,
35756,25,,,
576744,25,,,
416073,25,,,
58478,25,,,
101644,25,,,
33309,25,,,
462408,25,,,
174557,25,,,
102896,25,,,
68078,25,,,
162800,25,,,
509494,25,,,
124412,25,,,
572617,25,,,
33688,25,,,
20579,25,,,
44503,25,,,
499418,25,,,
126490,25,,,
92188,25,,,
19507,25,,,
78005,25,,,
414151,25,,,
115967,25,,,
149294,25,,,
30260,25,,,
79643,25,,,
170191,25,,,
482198,25,,,
183392,25,,,
399653,25,,,
20938,25,,,
77142,25,,,
31770,25,,,
182479,25,,,
6127,25,,,
377911,25,,,
16285,25,,,
16281,25,,,
543280,25,,,
27022,25,,,
7602,25,,,
66639,25,,,
413906,25,,,
158084,25,,,
31954,25,,,
125973,25,,,
474643,25,,,
27231,25,,,
77675,25,,,
27363,25,,,
136830,25,,,
457971,25,,,
75135,25,,,
26119,25,,,
38270,25,,,
143351,25,,,
170910,25,,,
444464,25,,,
3009,25,,,
87304,25,,,
16975,25,,,
154310,25,,,
14354,25,,,
154294,25,,,
50112,25,,,
383018,25,,,
38448,25,,,
469502,25,,,
5867,25,,,
143057,25,,,
52861,25,,,
15883,25,,,
106047,25,,,
384019,25,,,
471938,25,,,
13401,25,,,
37396,25,,,
73196,25,,,
470271,25,,,
4828,25,,,